CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
07:00;66150,537;49,99;0;72666,365;69775,377;0;0;38697;0;0;3000;2000133842;2;232,253;225,653;549;0,013;3,556;83981,531;44122,48;46195,91;4,4;44,437;0;70816,374;62536,65;0;44726;0;0,444;17,889;0;0;1100085399;6;209,556;184,333;259,444;0;0
07:15;66150,537;49,977;0;72666,616;69775,442;0,007;0,02;38698;1,415;0;3000;2000133842;7;232,027;215,256;403,524;0,195;4;83981,531;44122,48;46195,91;4,4;49,973;0;70816,435;62536,65;0;44726;0;1,418;14,964;0;2053,073;1100085399;2;234,891;151,382;187,473;0;0
07:30;66150,54;49,977;0;72666,866;69775,679;0,058;0,123;38699;13,173;0;3000;2000133842;7;231,67;205,748;223,22;0,187;4;83981,531;44122,48;46195,91;4,4;49,976;0;70816,684;62536,65;0;44726;0;4,606;23,89;0;2939,047;1100085399;2;234,661;246,945;278,961;0;0
07:45;66150,548;49,981;0;72667,116;69775,929;0,146;0,219;38699;33,394;0;3000;2000133842;7;230,948;233,472;234,031;0,196;4;83981,54;44122,48;46195,91;4,4;49,981;0;70816,934;62536,782;161,669;44728;37,394;23;48,039;0;4124,126;1100085399;7;233;306,425;349,283;0;0,157
08:00;66150,563;49,971;0;72667,367;69776,179;0,249;0,317;38699;57,167;0;3000;2000133842;7;230,889;243,944;244,921;0,184;4;83981,562;44122,49;46195,93;4,4;49,97;0;70817,185;62537,033;375,143;44728;86,675;44,341;68,913;0;4474;1100085399;7;232,452;346,476;358,032;0;0,172
08:15;66150,584;49,985;0;72667,617;69776,429;0,362;0,42;38699;83,143;0;3000;2000133842;7;230,725;250,683;250,738;0,161;4;83981,583;44122,5;46195,94;4,4;49,983;0;70817,435;62537,197;347,77;44729;80,603;44,198;74,802;0;4974,984;1100085399;2;232,849;339,73;359,413;0;0,165
08:30;66150,616;49,995;0;72667,866;69776,679;0,57;0,593;38699;130,74;0;3000;2000133842;7;230,024;261,071;261,52;0,157;4;83981,614;44122,52;46195,97;4,4;49,993;0;70817,684;62537,364;523,488;44731;121,669;68,89;101,402;0;6939,441;1100085399;2;233,016;342,937;359,071;0;0,156
