CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
08:30;65999,936;49,984;0;72275,815;69405,529;0;0;38455;0;0;3000;2000133842;3;233,215;198,615;549;0;;;;;;;;;;;;;;;;;;;;;;;
08:45;65999,936;49,996;0;72276,065;69405,599;0,003;0,009;38456;0,566;0;3000;2000133842;7;233,363;215,593;437,867;0,062;4;83798,787;44027,16;46093,45;4,4;50,002;0;70442,148;62288,372;0;43124;0;0,13;18,848;0;965,13;1100085399;6;234,239;235,087;265,435;0;0
09:00;65999,937;49,999;0;72276,314;69405,771;0,014;0,041;38460;3,108;0;3000;2000133842;7;233,126;211,408;310,015;0,184;4;83798,787;44027,16;46093,45;4,4;49,997;0;70442,398;62288,372;0;43124;0;0,323;14,192;0;2234,2;1100085399;6;233,692;167,546;179,208;0;0
09:15;65999,941;49,992;0;72276,565;69406,022;0,085;0,164;38460;19,515;0;3000;2000133842;7;233,668;202,631;203,785;0,173;4;83798,787;44027,16;46093,45;4,4;49,991;0;70442,648;62288,372;0;43124;0;0,431;23,569;0;1390,846;1100085399;1;235,077;308,192;301,169;0;0
09:30;65999,95;50,002;0;72276,816;69406,272;0,156;0,234;38460;35,953;0;3000;2000133842;7;233,173;224,473;225,488;0,173;4;83798,787;44027,16;46093,45;4,4;50,001;0;70442,899;62288,372;0;43124;0;0,209;25,535;0;1289,287;1100085399;1;235,225;301,512;323,783;0;0
09:45;65999,955;49,978;0;72277,065;69406,522;0,075;0,128;38460;17,138;0;3000;2000133842;7;233,572;230,762;234,2;0,204;4;83798,787;44027,16;46093,45;4,4;49,977;0;70443,148;62288,372;0;43124;0;0,269;24,362;0;1194,138;1100085399;6;233,746;278,446;314,938;0;0
10:00;65999,962;50,004;0;72277,316;69406,747;0,116;0,194;38462;26,854;0;3000;2000133842;7;233,652;205,808;238,554;0,175;4;83798,79;44027,16;46093,45;4,4;50,002;0;70443,398;62288,411;68,357;43125;15,946;9,341;26,442;0;1442,705;1100085399;7;234,109;230,054;229,411;0;0,039
