CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
07:30;66137,936;50,013;0;72627,092;69738,292;0;0;38679;0;0;3000;2000133842;3;235,825;180,25;549;0;;;;;;;;;;;;;;;;;;;;;;;
07:45;66137,936;50,008;0;72627,342;69738,328;0,002;0,006;38680;0,422;0;3000;2000133842;7;235,822;219,422;492,069;0,077;4;83967,677;44115,31;46187,9;4,4;49,999;0;70778,967;62513,66;0;44564;0;1,759;11,103;0;8103,448;1100085399;2;238,052;158,845;142,638;0;0
08:00;66137,938;49,988;0;72627,592;69738,55;0,034;0,082;38682;7,674;0;3000;2000133842;7;236,147;204,76;241,426;0,203;4;83967,677;44115,31;46187,9;4,4;49,988;0;70779,217;62513,66;0;44564;0;1,364;12,295;0;10000;1100085399;2;238,178;132,876;140,907;0;0
08:15;66137,951;50;0;72627,843;69738,801;0,23;0,316;38682;53,836;0;3000;2000133842;7;236,016;225,992;226,281;0,175;4;83967,686;44115,31;46187,9;4,4;49,998;0;70779,466;62513,739;154,74;44565;36,669;21,913;35,677;0;10000;1100085399;7;238,197;158,583;189,213;0;0,077
08:30;66137,975;49,996;0;72628,092;69739,05;0,403;0,482;38682;94,844;0;3000;2000133842;7;236,06;242,75;242,773;0,169;4;83967,71;44115,32;46187,92;4,4;49,994;0;70779,717;62513,912;385,589;44567;91,45;55,667;80,256;0;10000;1100085399;7;238,14;325,721;357,853;0;0,237
08:45;66138;49,98;0;72628,343;69739,301;0,414;0,509;38682;97,477;0;3000;2000133842;7;236,207;234,445;234,789;0,166;4;83967,736;44115,34;46187,94;4,4;49,978;0;70779,966;62514,089;444,858;44569;105,386;63,378;89,457;0;10000;1100085399;7;237,85;310,654;355,024;0;0,19
09:00;66138,027;50,006;0;72628,592;69739,549;0,462;0,52;38682;108,719;0;3000;2000133842;7;236,274;253,438;253,773;0,16;4;83967,754;44115,34;46187,95;4,4;50,005;0;70780,216;62514,204;289,295;44573;68,597;41,791;74,008;0;10000;1100085399;7;237,984;315,031;359,752;0;0,183
