CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
06:30;66767,979;49,992;0;73387,525;70472,62;0;0;38979;0;0;3000;2000133842;3;234,14;216,865;549;0;;;;;;;;;;;;;;;;;;;;;;;
06:45;66767,979;50,009;0;73387,769;70472,809;0,014;0,038;38981;2,848;0;3000;2000133842;7;232,822;203,196;265,536;0,178;4,05;84741,032;44517,51;46613,83;4,4;49,506;0;71519,546;63086,581;0;47053;0;2,52;12,2;0;9200;1100085399;2;231,28;168,02;156,8;0;0
07:00;66767,985;49,997;0;73388,019;70473,045;0,095;0,165;38982;22,153;0;3000;2000133842;7;235,766;217,288;234,712;0,175;4;84741,037;44517,51;46613,83;4,4;49,995;0;71519,796;63086,651;97,178;47054;22,873;14,924;29,771;0;10000;1100085399;7;236,72;201,915;221,822;0;0,065
07:15;66768,003;50,006;0;73388,271;70473,297;0,298;0,379;38982;69,807;0;3000;2000133842;7;235,137;236,16;236,227;0,153;4;84741,059;44517,52;46613,84;4,4;50,004;0;71520,047;63086,8;344,805;47056;81,212;52,898;75,805;0;10000;1100085399;3;236,246;316,941;342,263;0;0,261
07:30;66768,015;50,002;0;73388,521;70473,547;0,207;0,29;38982;48,276;0;3000;2000133842;7;235,242;232,15;232,236;0,16;4;84741,068;44517,52;46613,85;4,4;50;0;71520,298;63086,903;150,18;47058;35,203;27,844;48,703;0;10000;1100085399;1;235,617;313,148;328,477;0;0,138
07:45;66768,038;49,992;0;73388,771;70473,798;0,398;0,469;38982;93;0;3000;2000133842;7;234,268;246,558;247,326;0,141;4;84741,086;44517,53;46613,87;4,4;49,991;0;71520,547;63087,042;309,078;47061;72,453;53,523;75,172;0;10000;1100085399;1;235,273;319,234;354,156;0;0,136
08:00;66768,052;50,003;0;73389,021;70474,047;0,233;0,306;38982;54,032;0;3000;2000133842;7;233,295;242,817;243,175;0,156;4;84741,096;44517,54;46613,87;4,4;50,002;0;71520,797;63087,15;156,643;47065;36,611;26,452;50,984;0;10000;1100085399;7;234,913;292,071;343,079;0;0,123
