CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
06:00;66819,682;49,966;0;73444,639;70528,746;0;0;38996;0;0;3000;2000133842;3;237,157;181,429;549;0;;;;;;;;;;;;;;;;;;;;;;;
06:15;66819,682;49,975;0;73444,89;70528,746;0;0;38996;0;0;3000;2000133842;3;236,886;213,137;549;0;;;;;;;;;;;;;;;;;;;;;;;
06:30;66819,682;49,979;0;73445,14;70528,836;0,005;0,016;38997;1,078;0;3000;2000133842;7;235,443;215,243;420,66;0,08;4;84804,739;44550,63;46649,05;4,4;49,968;0;71575,694;63133,609;0;47210;0;1,854;10,854;0;2639,512;1100085399;2;236,634;133,805;142,024;0;0
06:45;66819,682;49,995;0;73445,387;70529,005;0,01;0,031;38998;2,188;0;3000;2000133842;7;235,562;210,795;302,171;0,205;4;84804,739;44550,63;46649,05;4,4;49,995;0;71575,939;63133,609;0;47210;0;2,603;13,914;0;3048,19;1100085399;2;237,319;147,371;171,379;0;0
07:00;66819,685;49,976;0;73445,637;70529,24;0,041;0,098;38999;9,395;0;3000;2000133842;7;235,239;202,37;225,387;0,209;4;84804,739;44550,63;46649,05;4,4;49,973;0;71576,191;63133,609;0;47210;0;3,3;14,883;0;3457,367;1100085399;2;236,942;183,858;184,017;0;0
07:15;66819,698;49,984;0;73445,888;70529,491;0,236;0,327;38999;55,119;0;3000;2000133842;7;234,694;222,424;223,441;0,176;4;84804,744;44550,63;46649,05;4,4;49,983;0;71576,44;63133,679;93,479;47212;21,889;22,41;43,863;0;3812,402;1100085399;6;236,231;319,718;359,769;0;0,094
07:30;66819,717;49,992;0;73446,139;70529,742;0,317;0,394;38999;74;0;3000;2000133842;7;234,616;241,82;241,953;0,161;4;84804,758;44550,64;46649,06;4,4;49,991;0;71576,691;63133,803;233,805;47215;54,852;40,82;61,766;0;3572,531;1100085399;2;235,43;318,438;336,992;0;0,13
