CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
08:15;66012,581;49,991;0;72330,585;69456,431;0;0,001;38508;0,082;0;3000;2000133842;7;233,811;217,438;529,932;0,028;4;83813,375;44034,8;46101,89;4,4;50,639;0;70494,286;62319,422;0;43352;0;0,857;14,143;0;2857,143;1100085399;2;233;247,429;200,357;0;0
08:30;66012,582;49,985;0;72330,836;69456,67;0,022;0,059;38509;4,723;0;3000;2000133842;7;233,042;200,523;218,615;0,18;4;83813,375;44034,8;46101,89;4,4;49,984;0;70494,535;62319,422;0;43352;0;0,806;13,411;0;10000;1100085399;2;232,961;180,76;166,488;0;0
08:45;66012,589;49,97;0;72331,086;69456,919;0,127;0,2;38509;29,25;0;3000;2000133842;7;233,433;230,5;231,727;0,189;4;83813,379;44034,8;46101,89;4,4;49,968;0;70494,784;62319,494;72,102;43354;16,711;14,727;30,625;0;10000;1100085399;7;233,57;233,172;238,047;0;0,086
09:00;66012,603;49,99;0;72331,337;69457,17;0,242;0,305;38509;56,171;0;3000;2000133842;7;233,108;251,597;252,636;0,179;4;83813,384;44034,8;46101,89;4,4;49,988;0;70495,035;62319,558;83,248;43357;19,341;19,155;44,775;0;10000;1100085399;2;233,946;305,062;381,186;0;0,109
09:15;66012,628;50,006;0;72331,585;69457,418;0,434;0,473;38509;101,205;0;3000;2000133842;7;233,934;263,622;264,22;0,146;4;83813,404;44034,81;46101,91;4,4;50,004;0;70495,286;62319,698;342,758;43360;80,219;47,305;72,188;0;10000;1100085399;7;234,922;327,578;375,461;0;0,136
09:30;66012,671;50,013;0;72331,836;69457,669;0,72;0,693;38509;168,266;0;3000;2000133842;7;234,092;281,742;282,172;0,119;4;83813,446;44034,83;46101,93;4,4;50,012;0;70495,534;62319,884;711,417;43361;166,937;97,575;122,307;0;10000;1100085399;7;235,15;338,819;383,732;0;0,132
09:45;66012,731;49,991;0;72332,085;69457,918;1,036;0,932;38509;242,528;0;3000;2000133842;7;234,395;293,031;293,559;0,122;4;83813,521;44034,87;46101,98;4,4;49,989;0;70495,786;62320,099;1264,563;43362;297,18;173,148;203;0;10000;1100085399;7;235,281;355,633;381,68;0;0,235
