CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
08:30;66021,81;49,971;0;72355,247;69479,047;0;0;38529;0;0;3000;2000133842;3;235,153;184,456;549;0;;;;;;;;;;;;;;;;;;;;;;;
08:45;66021,81;49,979;0;72355,498;69479,228;0,014;0,041;38530;2,976;0;3000;2000133842;7;235,065;204,782;282,476;0,142;3,96;83825,11;44041,07;46108,29;4,4;49,473;0;70517,224;62334,477;0;43474;0;1,667;12,242;0;8888,889;1100085399;2;231,081;167,556;158,596;0;0
09:00;66021,813;49,975;0;72355,748;69479,465;0,038;0,095;38531;8,695;0;3000;2000133842;7;234,972;202,164;219,961;0,19;4;83825,11;44041,07;46108,29;4,4;49,973;0;70517,475;62334,477;0;43474;0;2,775;17,209;0;10000;1100085399;2;233,481;211,667;196,395;0;0
09:15;66021,817;49,99;0;72355,997;69479,715;0,082;0,151;38531;18,836;0;3000;2000133842;7;234,8;219,531;220,648;0,183;4;83825,11;44041,07;46108,29;4,4;49,989;0;70517,725;62334,477;0;43474;0;7,594;30,813;0;10000;1100085399;2;233,336;332,828;354,031;0;0
09:30;66021,829;49,997;0;72356,247;69479,964;0,202;0,276;38531;47,165;0;3000;2000133842;7;234,698;240,575;241,11;0,16;4;83825,123;44041,07;46108,3;4,4;49,995;18;70517,975;62334,683;232,339;43475;53,803;36,921;62,047;0;10000;1100085399;8;233;346,472;349,709;0;0,224
09:45;66021,849;49,97;0;72356,497;69480,215;0,344;0,411;38531;80,898;0;3000;2000133842;7;236,057;250,961;251,732;0,158;4;83825,137;44041,08;46108,31;4,4;49,969;0;70518,225;62334,788;238,039;43479;55,488;36,378;64,142;0;8883,78;1100085399;7;234,409;323,402;368,732;0;0,172
10:00;66021,875;49,988;0;72356,747;69480,465;0,437;0,497;38531;103,82;0;3000;2000133842;7;238,124;256,523;256,672;0,142;4;83825,159;44041,09;46108,32;4,4;49,985;0;70518,475;62334,934;371,156;43482;87,594;52,617;80,055;0;7712,461;1100085399;7;236,469;323,922;359,484;0;0,192
