CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
08:00;66032,938;49,994;0;72421,534;69541,067;0;0;38565;0;0;3000;2000133842;3;237,273;220,98;549;0;;;;;;;;;;;;;;;;;;;;;;;
08:15;66032,938;49,996;0;72421,784;69541,21;0,008;0,025;38566;1,645;0;3000;2000133842;7;237,02;214,405;333,967;0,129;4,047;83837,204;44047,43;46115,68;4,4;49,411;0;70579,87;62373,521;0;43764;0;1,64;14,291;0;8837,209;1100085399;2;233,256;171,453;188,105;0;0
08:30;66032,939;49,986;0;72422,032;69541,443;0,01;0,032;38567;2,039;0;3000;2000133842;7;236,96;200,721;220,767;0,179;4;83837,204;44047,43;46115,68;4,4;49,984;0;70580,121;62373,521;0;43764;0;1,392;14,469;0;10000;1100085399;2;236;139,146;185,115;0;0
08:45;66032,94;49,985;0;72422,283;69541,666;0,021;0,058;38569;4,7;0;3000;2000133842;7;236,762;206,092;243,138;0,194;4;83837,204;44047,43;46115,68;4,4;49,983;0;70580,37;62373,521;0;43764;0;1,659;12,55;0;10000;1100085399;2;235,984;169,519;158,946;0;0
09:00;66032,948;49,993;0;72422,533;69541,915;0,145;0,224;38569;33,953;0;3000;2000133842;7;237,037;228,602;228,898;0,174;4;83837,212;44047,43;46115,68;4,4;49,992;0;70580,621;62373,641;144,519;43765;33,884;17,946;37,674;0;10000;1100085399;6;236,132;230,45;269,287;0;0,13
09:15;66032,954;50,007;0;72422,783;69542,165;0,1;0,169;38569;23,352;0;3000;2000133842;7;236,823;234,008;235,055;0,178;4;83837,212;44047,43;46115,68;4,4;50,006;0;70580,871;62373,642;2,148;43766;0,5;8,555;29,953;0;10000;1100085399;7;236;316,469;361,047;0;0,198
09:30;66032,976;50,006;0;72423,033;69542,416;0,361;0,439;38569;85,339;0;3000;2000133842;7;237,084;242,701;243,276;0,141;4;83837,243;44047,44;46115,7;4,4;50,004;0;70581,122;62373,893;509,78;43766;119,858;62,819;89,031;0;10000;1100085399;7;236,063;353,559;355,898;0;0,238
