CSV-Export;Version: 1.01;Separator: Semicolon

;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR38-003;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10;WR50MS10
;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;2000133842;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399;1100085399
TimeStamp;E-Total;Fac;Fehler;h-On;h-Total;Iac-Ist;Ipv;Netz-Ein;Pac;Phase;Riso;Seriennummer;Status;Uac;Upv-Ist;Upv-Soll;Zac;dI;E-Total;E-Total DC-A;E-Total DC-B;E-Total DC-C;Fac;Fehler;h-On;h-Total;Iac;Netz-Ein;Pac;PPV DC-A;PPV DC-B;PPV DC-C;Riso;Seriennummer;Status;Uac;Upv-Ist DC-A;Upv-Ist DC-B;Upv-Ist DC-C;Zac
hh:mm;kWh;Hz;;h;h;A;A;;W;;kOhm;;;V;V;V;Ohm;mA;kWh;kWh;kWh;kWh;Hz;;h;h;mA;;W;W;W;W;kOhm;;;V;V;V;V;Ohm
07:30;66058,376;50,001;0;72510,5;69625,628;0;0;38625;0;0;3000;2000133842;3;234,029;202,912;549;0;;;;;;;;;;;;;;;;;;;;;;;
07:45;66058,376;49,997;0;72510,75;69625,793;0,014;0,039;38626;2,992;0;3000;2000133842;3;233,845;207,828;300,516;0,123;3,957;83865,472;44062,07;46131,95;4,4;49,46;0;70665,103;62428,145;0;44157;0;1,383;12,979;0;9042,553;1100085399;2;232,702;165,957;171,351;0;0
08:00;66058,379;49,996;0;72511,001;69626,03;0,039;0,092;38627;8,946;0;3000;2000133842;7;234,664;209,155;224,023;0,18;4;83865,472;44062,07;46131,95;4,4;49,995;0;70665,352;62428,145;0;44157;0;0,375;11,156;0;10000;1100085399;2;235,234;126,031;140,336;0;0
08:15;66058,385;49,992;0;72511,25;69626,279;0,103;0,172;38627;23,89;0;3000;2000133842;7;234,16;231,724;232,748;0,168;4;83865,475;44062,07;46131,95;4,4;49,99;0;70665,603;62428,212;57,617;44158;13,414;11,063;26,852;0;10000;1100085399;7;235,133;222,43;236,141;0;0,08
08:30;66058,395;49,993;0;72511,501;69626,531;0,185;0,252;38627;43,008;0;3000;2000133842;7;233,713;246,721;246,93;0,159;4;83865,488;44062,07;46131,96;4,4;49,993;0;70665,852;62428,389;218,609;44160;51,102;31,914;55,047;0;10000;1100085399;7;235,133;340,133;363,602;0;0,223
08:45;66058,411;49,971;0;72511,75;69626,78;0,265;0,325;38627;61,477;0;3000;2000133842;7;233,808;254,477;254,531;0,178;4;83865,51;44062,09;46131,97;4,4;49,969;0;70666,103;62428,598;360,953;44161;84,605;49,519;68,039;0;10000;1100085399;7;235,411;361,101;376,899;0;0,191
09:00;66058,434;50,01;0;72512;69627,029;0,397;0,444;38627;92,336;0;3000;2000133842;7;233,336;260,383;260,555;0,135;4;83865,56;44062,12;46132;4,4;50,009;0;70666,353;62428,812;853,086;44162;200,586;157,609;88,508;0;10000;1100085399;7;235,523;378,563;360,641;0;0,141
